,TITLE,CATEGORY,flg
7577,7 0 5916 281 140 7916 1040 0 1122,m,train
7578,1560 3604 460 5213 323 4 84 26 2456 884 5407 10 2,e,train
7579,129 139 127 1645 139 127 25 157 208 13 2273 10653,e,train
7580,46 50 8 46 50 0 1306 1653 1137 13 10654 4321 2,e,train
7581,7 10370 276 0 1065 4 12 4478 0 3125,b,train
7582,102 0 414 15 7055 161 1 615 1874 141 1077 5995 2,t,train
7583,4441 234 138 426 93 1031 1 41 3810 624,b,train
7584,4089 4090 325 13 473 4894 5012 1549 1418 16 3425 2292 23 2491,e,train
7585,616 1021 9603 163 934 103 5 911 2229,b,train
7586,2050 2267 8 2050 0 8650 121 1434 2416 0,e,train
7587,464 7153 5350 426 136 252 1510 7154 313 307 6010 191 2,m,train
7588,1779 0 756 706 3846 131 2593 1799 72 1846,e,train
7589,430 7408 51 0 2799 0 182 0 466,b,train
7590,597 8 10471 5529 570 20 53 709,e,train
7591,756 706 92 1779 2441 1172 66 49 1799 72 1846,e,train
7592,1318 1548 1 1407 11 708 6 19 966 711 19 1391 569 1258 2,e,train
7593,0 5 3296 4 3403 2868 4918 8270,e,train
7594,7 0 86 1111 795 6 38 7126 3582,b,train
7595,2474 3636 532 315 472 6 1642 953 10655,b,train
7596,4993 1772 4064 236 2706 466 17 0 0 16 3958 819 1090 2,e,train
7597,529 673 15 282 427 847 9577 0 39 52 255 5 1880,e,train
7598,53 1535 18 1876 4205 637 0,e,train
7599,1400 1702 11 1048 5432 10656 299 11 3070 13 217 410 2,e,train
7600,587 757 335 19 1247 4446 1 43 0 7749 6460,e,train
7601,329 1374 10657 13 10249 10250 1182,e,train
7602,12 88 55 4146 4 2657 10658 1165 564 3063,b,train
7603,11 366 17 11 1160 251 220 117 1791 1196 0,e,train
7604,0 5788 299 4197 180 27 124 10659 693 40,b,train
7605,1626 421 0 6 2569 3147 10161 1 0 26 780 0 2,e,train
7606,97 21 141 3592 483 69 1869 23 497 1638 1002 4295,m,train
7607,0 310 0 48 2840 2205 4286,m,train
7608,856 5474 94 3776 190 3150 5433 0 0,m,train
7609,0 37 0 61 320 37 11 2131 769 2302,t,train
7610,122 101 0 178 6 68 855 0 80 4212 9 44,b,train
7611,12 0 855 327 4379 75 3416 109 10 209 435,b,train
7612,376 10660 0 0 21 7155 13 11 228 6768,e,train
7613,484 10661 195 1 285 1055 59 4 12 998 10662 740 2,b,train
7614,194 42 7879 0 9 0 336 3999,b,train
7615,0 143 14 864 453 0 1576 796 4343 0 127 143 6890 2,e,train
7616,3164 42 1251 4 12 2530 118 1011 4 535 639 40,b,train
7617,10663 1 113 2635 10 5074 593 0,t,train
7618,7 4539 492 548 101 0 406 1347 68 5426,b,train
7619,2067 1444 302 6 1425 0 215,b,train
7620,147 317 8 147 317 10664 535 247 32 154 273,e,train
7621,764 1 12 2279 5 589 5237 0 0 0,b,train
7622,0 0 768 5344 1652 59 5348 1565,b,train
7623,265 4729 0 0 6143 1 10347 174 525,b,train
7624,11 228 2537 3740 21 6595 1280 10472 58 228 231 3339 37 2,e,train
7625,429 445 515 1364 821 37 2963 275 5728 9724,e,train
7626,7 10665 2811 5313 3028 1203 6 652 2372,b,train
7627,112 155 0 6369 1180 173 0,e,train
7628,12 261 456 271 3235 5 47 177 0,b,train
7629,3092 3690 34 5 2886 12 1020 10598 292 818 2084,b,train
7630,606 7156 5418 1 0 334 382 2197 10666 24 0 1891 2,e,train
7631,0 1651 1357 1 1283 5180 814 24 3721 136 0,e,train
7632,1684 2566 8 1684 0 533 1254 554 35 126 5399,e,train
7633,5424 118 0 0 0 75 126 10667 3767 649 0,e,train
7634,0 10668 949 9 4260 4 0 0,t,train
7635,903 7157 181 954 54 26 3321 7158 10669,b,train
7636,144 242 10611 1578 0 6733 181 10612 256 3032,b,train
7637,144 288 6236 171 1195 5 195 4 998 1718 1 381,b,train
7638,1123 1406 8 1123 1406 0 0 7122 3050,e,train
7639,8902 4193 13 1233 8901 4218 0 1599 0 23 2,e,train
7640,10670 5231 14 6768 10671 198 368 481 15 244 321 63 2,e,train
7641,11 708 10672 4191 10 0 6 2106 361 4960 3086 1209,e,train
7642,2335 21 0 83 0 4 721 0 3986,b,train
7643,0 3338 17 0 0 36 10673 20 0 10674,e,train
7644,12 261 456 55 3043 209 18 584 26 68,b,train
7645,1549 8 1549 0 41 3924 24 969 9839,e,train
7646,9628 7071 16 1843 4922 9806 0 0,e,train
7647,0 406 0 0 3394 1945 126 1440 3844 479,t,train
7648,1339 1238 8 1339 1238 1837 104 617 0 3105,e,train
7649,1915 1304 236 1327 4 0 2602 4 135 433 10473 4 10587,e,train
7650,616 919 1 0 163 254 103 164 1140 3343,b,train
7651,7 6753 51 5509 4 552 5632 3177 8 3179,b,train
7652,7 0 4422 108 3960 29 453 4359 1380,b,train
7653,7 0 213 29 86 563 18 0 263,b,train
7654,170 610 970 1 0 0 10567,e,train
7655,666 802 608 66 49 0 4771 10010 32 5287 2703 2,e,train
7656,1949 820 775 4 0 287 1 10675 70 386,b,train
7657,0 0 7077 3074 10 0 0 0,b,train
7658,0 7159 134 0 4227 3151 1402 395 26 0 6345 0 1604 43 4 2,e,train
7659,0 0 1378 0 0,e,train
7660,728 3725 3022 4370 61 759 78 219 881,b,train
7661,12 4 6810 9902 1 1416 3556 10554 0 7005,t,train
7662,2188 7160 8 2188 7160 1306 1522 225 412 1942,e,train
7663,7 288 388 0 290 6824 10676 2174 281,m,train
7664,218 4123 1354 145 9 47 5425 868 12 68,b,train
7665,7 0 123 10677 4 378 312 10 358 10678,b,train
7666,0 3403 4171 2234 2756 1 604 2868 4918,e,train
7667,7 9801 659 4279 221 644 4 523 6 0 96 10352,b,train
7668,1322 0 8 1143 1224 6761 24 4222,e,train
7669,1617 1681 1015 741 204 4363 178 4 10181 0 1721 10 1008,b,train
7670,279 0 7451 253 5759 2814 0 0 12 1195 10 195 611,b,train
7671,2323 4197 473 2996 254 147 0 3596 2057,b,train
7672,2297 1105 4085 0 2669 10245 1 5434 228 703,b,train
7673,7 242 450 210 99 4 2172 0,b,train
7674,95 698 1300 4303 1462 54 3588 996 1448 7685 18 1255,e,train
7675,432 789 293 1794 565 1 6854 29 187 5 2762 315,b,train
7676,131 2612 2311 168 8994 3018 5870 1 154 550 2274,t,train
7677,44 1 0 7049 136 0 9857 5 550 572,b,train
7678,249 250 45 213 6222 175 5 3254 38 1193 1053,b,train
7679,982 1021 0 136 102 5 0 1227 364 152,b,train
7680,2412 3049 1 8828 120 104 4021 526,b,train
7681,20 10144 5265 1325 0 5364 6973 25 153 2053 71 2,e,train
7682,763 5889 810 9 7770 3666 26 0 688,b,train
7683,6754 6755 95 0 446 121 5167 14 0,e,train
7684,49 14 2427 6137 10 0 87 971 1 1051 87 5375 20 2,m,train
7685,1943 1511 0 116 65 817 214 339 0 10487 1248,e,train
7686,148 972 320 1313 0 20 7161 1467 4752 40,t,train
7687,2348 739 4007 120 1 1603 414 10 1228 852 40,t,train
7688,0 9 0 7162 0 158 485 1139 1673 13 1504 20 901 2300,e,train
7689,698 1300 8 9271 1300 1480 767 13 6780 5064 698,e,train
7690,7 288 747 5794 214 2393 298 0 9200,t,train
7691,202 6 10679 6 19 1198 6610 0 6 0 0 44 2,b,train
7692,7 0 0 3775 211 39 105 908 9 0 10517 86,b,train
7693,0 0 6499 2083 505 22 2066 505,e,train
7694,1265 449 726 534 20 2356 222 0 2206,e,train
7695,7 5021 6622 1 4417 26 3327 3746 1602 10316,b,train
7696,10680 1066 4496 48 867 3846 3615 7895 1282 40,t,train
7697,12 1575 264 204 171 5 0 0 1977,b,train
7698,2336 7163 1029 752 2039 838 20 0 1428 22 0 136 2,e,train
7699,144 2696 1694 96 6578 1490 177 138,b,train
7700,2021 1829 21 27 0 9 166 9749 2120 1957 42,m,train
7701,2576 191 0 2046 1675 335 10681 10 2044 9 392 813,m,train
7702,429 0 8 4408 5763 0 290 1 507,e,train
7703,1075 398 6474 10682 0 32 0 594,b,train
7704,0 10683 431 1742 2237 13 5330 2630,m,train
7705,0 888 768 0 10153 59 9 12 3652 6905 1122,b,train
7706,2050 2267 8 2050 2267 6086 27 1599 49 1722 821,e,train
7707,279 987 8 1290 28 0 279 987,e,train
7708,10684 11 0 17 149 11 147 1042 10289,b,train
7709,31 28 8 31 28 0 29 6483,e,train
7710,274 476 9928 14 4333,e,train
7711,1140 417 5336 8790 6 911 0 0,b,train
7712,112 155 8 112 155 2002 58 3353 7164 3564 6407 10685,e,train
7713,921 2293 9744 24 1040 954,t,train
7714,10663 726 414 4 0 5937 298 1697 0,t,train
7715,7 0 84 630 795 75 12 86 10686,b,train
7716,376 0 1433 131 252 682 13 4892 106 13 9467 654,e,train
7717,0 1829 0 0 684 7165 2393 166 4068,m,train
7718,1002 0 853 0 686 337 4320 14 257 24 6093 0 2,e,train
7719,1594 2597 235 0 6 279 2631 0 373,b,train
7720,520 245 2329 6070 4308 17 935 30 1723 0,t,train
7721,587 10687 5294 0 260 0 0 147 317 92 0 2,e,train
7722,293 640 8975 3728 2838 6 77 1 867 12 40,b,train
7723,8470 2669 3061 638 663 0 0 0,b,train
7724,504 3197 21 551 3513 22 3775 73,b,train
7725,8858 6658 748 5 0 0 8860 1048 40,b,train
7726,6867 2152 1008 84 0 4322 788 815 795,b,train
7727,1560 5088 15 1455 1456 82 2711 4 0 6870 6 365 0 5 557 2,e,train
7728,133 185 8 133 0 2189 0 0 1 2485 24 2,e,train
7729,12 78 443 6 1451 1204 0 373,b,train
7730,5435 3508 229 6883 23 3823 7166,e,train
7731,2379 5950 1555 4655 20 5951 710 10688 7090 23 1603,e,train
7732,4049 1029 11 4062 0 1525 410 407 1651 20 0 2,e,train
7733,268 1206 13 63 0 153 1531 1870 13 11 1090 4 27 124 2,e,train
7734,153 791 8 153 1119 0 0 0 336 1459 10689 4883,e,train
7735,141 0 1746 453 824 5263 5 0 0 10 453 348,m,train
7736,9576 0 6663 1599 0 1703 1557 2 199 22 2923,e,train
7737,7 0 2965 1 113 8529 4928 859 768 10 8530 59,b,train
7738,7 0 15 824 0 498 369 18 884 2913,e,train
7739,7 0 779 110 0 442 2613 735 1 0 889,b,train
7740,216 138 5 5721 54 70 0 406 96,b,train
7741,11 41 77 2513 24 568 2339 4200 4 43 0 3648 2691 35 2,b,train
7742,9811 1497 6 251 7156 0 8481 1511 0 1 65 24 1260 0 35 19 2,e,train
7743,74 4228 2215 129 13 1097 0 0 1291 23 0 0 2,b,train
7744,0 2238 820 10 12 1328 2671,b,train
7745,81 4338 2886 6 333 4484 38 1437 1205 9989 184,b,train
7746,438 1911 8 438 835 0 3310 803 226 2528,e,train
7747,0 420 583 1 0 1328 3170 0 2,b,train
7748,187 264 302 10 372 1 232 180 1221 5 373,b,train
7749,0 0 2835 4423 0 1795 34 5 1049 579 1618,e,train
7750,100 33 974 3556 4130 4 2082 0 0,b,train
7751,228 480 4530 4 14 656 9 1376 874 825 410,t,train
7752,0 8 677 776 461 13 0 1333 1289 7109,e,train
7753,2798 1303 312 1 10690 520 2038 10691 4784 5 448 35 10692 34,t,train
7754,60 56 3905 31 598 0 1353 0 15 0 5328 4 2,e,train
7755,147 7116 2502 10552 2768 26 0 510 383 2337 85 9 107 2,m,train
7756,1231 1885 158 3864 0 1044 3221 417 10693 10694 2,e,train
7757,7167 393 75 832 14 0 4 19 0 617 188 966 1192 305 9207 2,e,train
7758,362 6253 1574 9 14 1243,e,train
7759,283 482 8 283 10596 606 1445 27 683 1448 1729 89 21 49 2,e,train
7760,8417 2132 2959 465 6731 323 4 114,b,train
7761,131 205 21 10695 1 1730 19 0 260 1136,e,train
7762,7 0 911 33 110 448 126 583 1 8774,b,train
7763,1123 1406 296 0 8925 25 23 3220,e,train
7764,2590 5219 8 2590 10696 169 4155 25 796 4343 867 1174 2,e,train
7765,144 0 2310 26 1213 6 6634 8527 70 2352 4079 4200,b,train
7766,8739 4995 25 8740 1624 71 1583 30 11 2618 1284,m,train
7767,144 0 2686 3645 26 1158 10 2800 946 1264 6081 0,b,train
7768,11 4604 4 414 3590 35 2622 182 69 1401,t,train
7769,7 0 0 151 5 0 8705 1 1334 12 434 405,e,train
7770,1311 0 12 1136 0 6 120 3621 40,b,train
7771,125 1 3990 19 2271 809 376 0 2462 2795 1571 5436 0,e,train
7772,8259 2998 6635 2641 1 0 21 9840 40,b,train
7773,6113 1870 1 5121 6 2466 6348 66 5 103 4347,b,train
7774,7 0 92 4178 1 4378 79 6364 0 1039 5 4101,b,train
7775,153 1531 2320 7168 2942 1137 13 653 25 0,e,train
7776,572 353 10697 1547 59 4327 4 2313 10698 39 44,b,train
7777,4513 0 238 2618 679 1562 3070 10 5039,b,train
7778,1156 1893 8 1156 0 2736 4317 126 331 0,e,train
7779,169 1107 3566 0 61 0 1591 2638,e,train
7780,1882 2108 2931 752 2039 838 6 2336 7163 5253 0 2,e,train
7781,4968 289 5 1881 0 5471 509 401 1504,m,train
7782,0 679 411 254 2005 231 4697,b,train
7783,46 50 123 65 4 1667 10 2086 951,e,train
7784,725 9 14 3561 12 6734 1437,b,train
7785,7 0 15 5751 5468 428 354,b,train
7786,157 208 8 1808 15 157 208 2157 64 1661 0 5 660,e,train
7787,4042 1480 767 13 147 317 30 5397 2936 17 154 273,e,train
7788,23 719 32 1698 0 6563 7113 1284 1656 3649,b,train
7789,3412 4845 5 5126 0 6846 3332 0 0,e,train
7790,147 3941 0 108 1 1407 527 1023 276,e,train
7791,875 28 7169 4767 197 15 2812 290 1 884 26 0 115 2,e,train
7792,3134 17 677 3683 0 67 0 0 57 63 2004 16 2,e,train
7793,1881 3413 10 0 631 4847 3414 1721 19 348 9443 8 521,m,train
7794,3281 33 0 24 12 0 137 3391 10699,b,train
7795,1174 9072 1714 0 335 5 14 752 2039 838 0 2,e,train
7796,330 2623 662 0 508 5 47 15 12 731,b,train
7797,12 1575 264 4094 5 1787 1 583 788 209 5 435,b,train
7798,0 1383 0 0 737 1249 393 137 43 0 3800 2,e,train
7799,4034 269 8 750 3223 2224 726 2350 0 597 6358,e,train
7800,0 544 0 6741 3067 0 521 916,m,train
7801,7 242 0 1136 688 204 0 0 0 4349 34,b,train
7802,31 28 0 1439 1462 0 0 62 588 85 4 0 2880 2,e,train
7803,12 966 400 121 0 1 9939 386 1457 8 571,b,train
7804,2228 1306 1860 3366 1137 13 0 60 56 92 9366 2,e,train
7805,202 1357 1 565 561 4 189 6 103 6914 174,b,train
7806,127 955 1529 1834 0 0 2487 1222 1494 11 313 2,e,train
7807,1113 1647 1459 203 1835 2229,e,train
7808,1582 831 2023 274 6175 15 569 4532 18 0 90,e,train
7809,1352 1585 8 469 9505 11 2643 22 27 1691 10700 5392,m,train
7810,12 346 1388 1 209 584 26 467 731 437,b,train
7811,7084 2486 2512 62 2744 1 3381 0 0 4361 4362 134 2,e,train
7812,1558 4316 0 6804 203 196 0 0 58 534 512 2,e,train
7813,144 242 885 3137 101 0 2672 450 210 99,b,train
7814,2466 10701 1190 3793 24 428 1 619 108 8 1201,b,train
7815,133 185 2245 87 0 0 535 469 284 519 11 1728,e,train
7816,100 4900 2150 5152 4 2082 1 2504 8235 10678,b,train
7817,863 501 17 5040 37 1742 2081 104 796 1234 2630,m,train
7818,81 5351 10091 45 4 5343 931 226 47 1317,b,train
7819,141 248 272 3064 37 127 15 0 0 11 0 7170,e,train
7820,2213 17 11 1509 8 2213 689 83 0 0 52 2,e,train
7821,8519 1512 5 5409 0 4282 6 5303 699 3876,m,train
7822,804 907 389 390 979 2571 35 10702 19 4292 0 539 1761 0,e,train
7823,64 76 8 64 76 5410 65 0,e,train
7824,46 50 25 11 2822 3253 0 20 0 431 0 2942 2,e,train
7825,0 2440 701 15 10404 1625 7086 14 1768 2110,b,train
7826,677 776 1555 0 199 89 509 867 0 3826,e,train
7827,1052 3469 8 249 250 8 523 309,b,train
7828,628 5089 526 6542 4 18 14 0,b,train
7829,52 2140 8 52 10703 1839 10704 1189 2989 1 1336 7697,e,train
7830,7 7057 3321 857 1211 4 7171 4093 54 0 0,b,train
7831,738 549 610 149 16 3618 0 0 22 2290,e,train
7832,7 0 2965 0 0 0 2600,m,train
7833,1142 4980 296 27 4172 6949 1123 0 0 0 22 2,e,train
7834,2365 373 21 3790 16 0 215 770,b,train
7835,1387 364 443 6 0 642 106 5437 1 27 124,b,train
7836,4683 475 213 29 3962 359 10705,b,train
7837,2073 442 210 34 783 1 931 1609 435,t,train
7838,756 706 608 66 49 2697 246 13 5934 3328 25 2,e,train
7839,636 1024 455 8 636 1024 455 5305 10 105 1375 1953,e,train
7840,46 50 134 41 0 0 2464 5 6134 9 43 0,e,train
7841,0 0 608 66 49 11 1138 539 1480 13 1504 16 490 2,e,train
7842,0 389 390 11 6727 0 4016 35 1479 0 4 0,e,train
7843,3527 497 1583 2637 37 2644 1137 13 307 1307,e,train
7844,0 2520 6352 58 2207 0 2334 8094,t,train
7845,7595 1078 1887 1122 422 1 209 810,b,train
7846,74 2299 0 5374 933 1 27 124 1500 15 884,b,train
7847,458 9 762 0 0 0 10706,e,train
7848,38 6274 944 9 0 10391 645 7077 4 5031 7078,b,train
7849,0 7064 0 402 1031 1 2508 0 0,m,train
7850,7 242 1 5641 1070 54 3496 925 558 1685,b,train
7851,485 0 43 0 1236 922 45 10447 1360 1487 39 1537 2,e,train
7852,1611 10320 257 9256 26 0 0 143 5438 6 2,e,train
7853,812 4353 5369 0 3051 6 359 4079 12 4501,b,train
7854,20 0 5341 964 9 5342 807 500 0 10 147 10317,e,train
7855,7 0 5 4958 946 723 1214 10707 1 4826 4340,m,train
7856,5185 9 44 676 2656 0 2318 333 1 171 751,b,train
7857,1089 765 800 10 697 1 0 73,b,train
7858,46 50 8 46 50 15 2822 3253 171 2643 1710,e,train
7859,128 13 1704 0 3374 16 0 0,t,train
7860,0 700 0 6139 29 370 0 0 403,b,train
7861,127 1645 8 31 28 126 0 3979 10 127,e,train
7862,52 891 8 52 891 92 3803 3804 411 22 6943 2,e,train
7863,144 1177 3962 3126 277 1901 6 0 5426,b,train
7864,1302 793 1724 126 2089 1 1421 0 4 648 0,b,train
7865,589 461 1 7172 1697 1409 1136 4 7173 254 74 40,t,train
7866,0 2831 134 2712 153 791 116 65 10240 5 1697 25 2887 426 2,e,train
7867,617 2326 973 889 1975 0 1 1262 4835 889 1685,b,train
7868,7 0 7104 1630 0 6976 45 213 854 178,b,train
7869,2438 8 52 255 1408 30 13 11 708 576,e,train
7870,2804 2471 486 0 2849 1333 1289 0 3016 1673 0 2,e,train
7871,1168 4799 1 9222 299 0 0 196 5326,b,train
7872,759 10708 48 63 11 841 2271 17 2996 22 858 978,t,train
7873,0 0 869 11 0 1599 4226 0 3220 0 3146 11 2,e,train
7874,186 1175 17 166 2947 16 4207,m,train
7875,1127 2548 0 0 27 0 3059,e,train
7876,23 0 2292 23 2491 4520 21 10601 7151,e,train
7877,2201 1286 2707 96 3698 788 4 314 0,b,train
7878,1161 1395 0 300 2341 19 0 4 14 5676 2596,b,train
7879,0 0 5309 194 42 1858 49 2214 0,b,train
7880,216 492 101 2313 2672 10077 29 2886 351,b,train
7881,269 13 4924 30 306 8479,b,train
7882,127 8 127 0 27 5392 22 1638 0,e,train
7883,4257 3078 5674 5675 1058 3193 4351 36 470 225 412,e,train
7884,845 1272 8 2247 4380 13 436 829 893 16 268 2077 23 473,e,train
7885,2202 5244 10 728 0 125 6 1664 759 417 27 0,b,train
7886,198 0 9 1944 559 1019 10533 0 1842 1630 3742 2,m,train
7887,128 3408 66 20 10709 759 5434,t,train
7888,538 1859 9 188 19 374 0 716 684 0 6 2503 900 0 2,m,train
7889,1104 1320 0 2442 5296 4962 3211 884 2699 26 2837 2,e,train
7890,0 1283 3972 153 0 27 191 733,e,train
7891,0 0 9895 13 2846 2792 0 4133,m,train
7892,1843 0 0 1282 0 30 183,m,train
7893,2228 8 2228 2020 85 9 1860 412 1031 1 10127,e,train
7894,830 20 11 2325 206 0 140 79 0 0,e,train
7895,153 1119 4114 842 1283 173 1137 13 163 0 83 9590 10574,e,train
7896,53 0 1525 2975 1066 48 161 1153 1104,t,train
7897,675 34 186 3559 4 3340 3341 1 10710 19 5187,t,train
7898,0 8969 3387 5078 8970 140 808 723 2930,b,train
7899,97 2519 10711 4805 25 0 13 11 10712,t,train
7900,772 13 4675 1428 6349 22 10146 61 5748 2638,b,train
7901,7 0 4677 1 113 4678 422 10 3218 59,b,train
7902,6607 6063 5645 0 0 0 191 2980,t,train
7903,282 1580 15 2231 4740 5297 34 130 4862 1133 2,e,train
7904,3599 9263 0 3374 2641 1 495 1986,m,train
7905,10713 874 161 0 232 17 0 298 13 6464 25 10350,t,train
7906,343 112 155 0 62 35 1590 19 2670 1346 4 10714 6898 2,e,train
7907,38 189 4944 138 9073 93 7366 788 1373 212 605,b,train
7908,1551 10715 0 1080 1058 0 0 5141,e,train
7909,7045 7046 0 3331 4836 36 0 0,e,train
7910,46 50 8 46 50 6686 22 1653 10716,e,train
7911,61 46 50 204 6230 35 62 1761 0 10 3358 9 0,e,train
7912,2073 10606 2237 13 9947 23 53 22 2722,b,train
7913,243 1709 968 2299 4 7174 5300 1 4902 755 848 96 2,b,train
7914,153 0 4794 6924 0 2487 3012 3713 2821 16 27 124,e,train
7915,0 10089 9 2606 3497 316 221 0 4284,b,train
7916,132 444 15 3411 2115 2783 1085 19 5250 2844 4 1332,e,train
7917,1981 1629 25 11 5308 17 6301 502 396 0 5038 551,e,train
7918,46 50 417 3618 861 867 37 87 0 20 1957 1558 4324 2,e,train
7919,7 10717 1046 554 8990 630 271,t,train
7920,0 2964 0 85 0 0 8496 3544 14 2397 9 970 18 19 2,t,train
7921,929 2649 192 6 9276 4264 1938,b,train
7922,3791 711 488 0 160 3424 10718 0 7668 5 424 2634 960 488 2,t,train
7923,7 0 84 553 6 115 779 98 8002 18 167 210,b,train
7924,328 162 2862 725 9 10719 1757 3378,b,train
7925,458 9 762 229 1392 1012 253 827 933 1403,e,train
7926,330 1520 101 10720 4730 4212 9 44,b,train
7927,283 482 8 283 482 988 4810 22 27 260 183 37 2,e,train
7928,60 56 15 31 28 9025 365 0 3002 0 1 724 2,e,train
7929,3670 0 29 0 711 0 4 107 9474 2913 0,e,train
7930,7 1980 10343 2747 2775 10344 4339 5348 7050,b,train
7931,378 281 4354 371 1 2759 566 0 96 4 1896,m,train
7932,520 3550 532 2825 5165 1275 2631,t,train
7933,2472 2805 2002 7175 7176 22 3417 136 654,e,train
7934,237 1784 494 410 820 10 12 114 9 137 2847 323,b,train
7935,3209 376 5719 344 17 10721 0 3020 796,e,train
7936,7 0 110 0 1271 34 3157 5 3644 2055,b,train
7937,23 655 36 3018 6376 0 11 1985 309,t,train
7938,363 192 6 2322 1586 320 0 179 1889 1656 2510,b,train
7939,216 34 7177 93 1 4045 319 0 5 2382 70,b,train
7940,1499 2030 4848 2412 32 2074 66 53 3500 2596 13 459 3482,e,train
7941,267 6529 0 3367 36 10722 406 849,e,train
7942,11 4186 6192 7060 94 123 5134 5678 1413 14 2044 9 566,m,train
7943,12 261 456 55 729 34 5 2505 75 659 2177 2458,b,train
7944,362 480 1 352 49 95 245 304 6501 14 313,t,train
7945,2951 2720 8433 4092 3067 864 10 41 5298,b,train
7946,122 9356 4 1897 145 9 731 15 47 1426,b,train
7947,2472 5059 25 0 0 71 2425 25 91 2519 21 10595 2,e,train
7948,1369 3459 21 5242 13 10723 72 10724 0,e,train
7949,10725 4289 2176 3724 6125 4 0 1226 0 40,b,train
7950,7 0 1298 34 10632 1 353 54 1606 7933,b,train
7951,0 0 0 17 10726 3911 22 283 482,e,train
7952,7 0 897 2854 34 1 312 10 552 4 0 0,b,train
7953,130 4443 2298 1692 457 8536 37 51 924 0,b,train
7954,330 176 1 2313 175 5 243 541 452 7178 5439,b,train
7955,0 1 65 213 24 414 810 10 6278 0 0,t,train
7956,4328 5440 8 1776 4328 5440 1132 36 4329,e,train
7957,569 1258 8 569 1258 3443 10727 712 4945,e,train
7958,1290 28 8 1290 28 10728 1 10729 1 2442 5296,e,train
7959,882 150 656 1 867 2846 500 1237 37 0,b,train
7960,6971 6271 3925 10730 0 1309 16 27 6050 1148,t,train
7961,95 376 5306 1268 34 1 2462 2795 10 0 43 1825 18 14 1571,e,train
7962,7 0 51 4829 5157 26 2172 84 1718,b,train
7963,983 391 1446 313 232 10 1469 0 232 950,e,train
7964,112 155 8 112 1049 1527 7108 0,e,train
7965,1062 0 3019 9023 10 0 0 6911 2802 5 107 257 8 6 2,m,train
7966,72 0 1029 1703 1557 25 0 2905 1071 4530 23 0,e,train
7967,756 5279 3461 37 72 1846 0 0 745 485 4528 3586,e,train
7968,734 2349 8 734 2349 10731,e,train
7969,370 2186 375 4484 354 270 1007 9 3609 479 1640,b,train
7970,69 71 83 0 3874 5532 474 555 1752 299 0 10732 2,e,train
7971,570 947 28 1913 43 4445 15 2652 4185 634 2,e,train
7972,7 0 178 287 694 1211 1477 5 4831 10582 35 5254,m,train
7973,3128 8005 2495 227 394 79 107 1951 5548 116 126 190 115 0,e,train
7974,7 0 780 86 4427 167 4 314,b,train
7975,1318 1548 198 63 3074 13 72 1888 13 10733 16 22 569 1258,e,train
7976,1660 3487 9436 7813 705 289 2952 25 357 8423 89 3304,m,train
7977,133 2135 824 0 1 64 76 2485,e,train
7978,1062 0 1113 8692 1883 747 30 858 978,t,train
7979,463 2099 33 3200 146 2401 1 241 360 126 19 1524 0,b,train
7980,267 415 8 267 415 771 2392 1 1914 1750,e,train
7981,7084 9726 24 0 1394 0 399 28 45 6929 534 2,e,train
7982,0 3011 488 1 0 1470 4377 0 2,t,train
7983,0 118 6588 1599 21 6949 11 118 2564 1599,e,train
7984,7 0 10734 5214 1 1019 3417 59 4274 4364 29 12 4748,b,train
7985,168 95 527 57 72 786 2402 601 0,e,train
7986,493 236 8671 30 10735 0 3158 252 1525 11 313 2,e,train
7987,16 1429 2327 0 643 168 0 14 5441 9 207 0 2,b,train
7988,11 458 8 0 25 11 458 16 8655 20 5292,e,train
7989,330 3163 26 44 1519 0 3609 479 6319,b,train
7990,7960 9592 3181 442 758 1 70,b,train
7991,6888 51 10736 764 1225 54 808 3793 6371,b,train
7992,2086 480 69 682 13 352 49 3114,e,train
7993,157 208 0 10605 13 2928 1108 16 276 16 1004 1074,e,train
7994,7 0 627 1111 795 5 316 3129 96,b,train
7995,1070 278 200 6 10106 1425 1603 215 40,b,train
7996,81 2526 55 6024 34 6 12 146 68 1103 2469 629 2,b,train
7997,7 4294 124 872 4098 985 9897 1259 1845 1471 2,e,train
7998,157 208 1555 266 0 1108 4 276 260 412 13 63 2,e,train
7999,511 0 832 1 0 355 0 0 0 134 105 2,t,train
8000,207 9182 0 3502 24 618 12 4400 10737 5 280 0,t,train
8001,202 0 2060 6 44 0 27 4927,b,train
8002,619 4694 3169 41 279 221 6 3612 9 428 0,b,train
8003,7 5878 939 688 6 1844 86 1367 0,b,train
8004,1174 1941 0 4004 4819 58 10738 4552 2974,e,train
8005,150 10739 0 3189 4125 4 339 3236 2761 18 1095 193 0 2,e,train
8006,1560 10740 8 1560 10740 489 5213 136 162 30 1004 1074 2,e,train
8007,356 919 53 125 4 538 1117 5 542 419 1381,b,train
8008,10308 261 8 915 1 1413 5 314 2276,b,train
8009,9574 192 32 0 1288 1889 4 535 247,b,train
8010,132 444 299 11 0 199 284 2641 379 5315 0,e,train
8011,238 78 200 1 1266 233 0 5 6128 3419 296,b,train
8012,7 6593 0 1314 381 98 371 1 5781 839 440,b,train
8013,0 0 15 0 303 9 294 2310 10 6978 2103,e,train
8014,7 0 602 0 92 0 6996 59 885 768 2104,b,train
8015,2254 5059 8 2254 5059 1539 3477 786 1027 241,e,train
